station_id,station_name,latitude,longitude,city,state,zip_code,grid_region,utility_zone,max_capacity_kw,total_connectors,pricing_tier,station_type,install_date
STN-0044,Revere Charging Hub 44,42.427443,-71.081946,Quincy,MA,02192,ISONE_BOSTON,NSTAR,100,8,premium,workplace,2025-06-13
STN-0045,Malden Charging Hub 45,42.273919,-71.021689,Somerville,MA,02132,ISONE_BOSTON,EVERSOURCE_EAST,150,7,economy,suburban_lot,2023-10-19
STN-0046,Malden Charging Hub 46,42.402157,-71.059681,Boston,MA,02146,ISONE_BOSTON,EVERSOURCE_EAST,50,7,economy,urban_garage,2024-08-15
STN-0047,Brookline Charging Hub 47,42.404193,-71.076551,Malden,MA,02168,ISONE_BOSTON,NATIONAL_GRID,50,4,premium,urban_garage,2024-02-27
STN-0048,Brookline Charging Hub 48,42.354547,-71.093115,Newton,MA,02136,ISONE_BOSTON,NSTAR,50,4,standard,workplace,2023-08-20
STN-0049,Cambridge Charging Hub 49,42.255084,-71.173027,Medford,MA,02161,ISONE_BOSTON,NATIONAL_GRID,150,5,economy,suburban_lot,2025-08-13
STN-0050,Boston Charging Hub 50,42.256286,-71.040897,Cambridge,MA,02162,ISONE_BOSTON,NSTAR,50,8,premium,urban_garage,2022-09-08
STN-0051,Cambridge Charging Hub 51,42.312871,-71.072857,Medford,MA,02125,ISONE_BOSTON,EVERSOURCE_EAST,100,7,economy,workplace,2025-09-15
STN-0052,Medford Charging Hub 52,42.431513,-71.137677,Medford,MA,02141,ISONE_BOSTON,NSTAR,100,8,premium,workplace,2023-05-15
STN-0053,Newton Charging Hub 53,42.332077,-71.011112,Brookline,MA,02142,ISONE_BOSTON,EVERSOURCE_EAST,250,10,standard,highway_rest_stop,2023-03-08
STN-0054,Somerville Charging Hub 54,42.29576,-71.180755,Brookline,MA,02116,ISONE_BOSTON,EVERSOURCE_EAST,100,6,economy,urban_garage,2025-07-02
STN-0055,Waltham Charging Hub 55,42.30795,-71.159695,Waltham,MA,02182,ISONE_BOSTON,NATIONAL_GRID,50,8,premium,urban_garage,2025-01-12
STN-0056,Waltham Charging Hub 56,42.43594,-70.99797,Waltham,MA,02176,ISONE_BOSTON,NATIONAL_GRID,150,8,economy,urban_garage,2023-08-08
STN-0057,Medford Charging Hub 57,42.376681,-70.982135,Boston,MA,02157,ISONE_BOSTON,EVERSOURCE_EAST,150,7,economy,urban_garage,2023-08-05
STN-0058,Malden Charging Hub 58,42.410734,-71.153357,Boston,MA,02158,ISONE_BOSTON,NATIONAL_GRID,50,4,economy,workplace,2025-03-28
STN-0059,Boston Charging Hub 59,42.428512,-71.065164,Newton,MA,02156,ISONE_BOSTON,EVERSOURCE_EAST,50,7,premium,urban_garage,2024-07-09
STN-0060,Waltham Charging Hub 60,42.411488,-70.975977,Newton,MA,02118,ISONE_BOSTON,EVERSOURCE_EAST,50,9,economy,suburban_lot,2022-06-08
STN-0061,Boston Charging Hub 61,42.313601,-71.172487,Boston,MA,02139,ISONE_BOSTON,NSTAR,50,8,standard,suburban_lot,2023-03-16
STN-0062,Revere Charging Hub 62,42.295587,-71.093223,Brookline,MA,02167,ISONE_BOSTON,NATIONAL_GRID,100,10,premium,suburban_lot,2023-10-20
STN-0063,Cambridge Charging Hub 63,42.413603,-70.984817,Somerville,MA,02147,ISONE_BOSTON,NSTAR,50,6,economy,workplace,2025-07-23
STN-0064,Revere Charging Hub 64,42.25139,-71.072313,Brookline,MA,02121,ISONE_BOSTON,NATIONAL_GRID,100,8,standard,urban_garage,2022-06-18
STN-0065,Quincy Charging Hub 65,42.333482,-71.144473,Cambridge,MA,02172,ISONE_BOSTON,NATIONAL_GRID,100,4,premium,urban_garage,2025-02-14
STN-0066,Medford Charging Hub 66,42.273973,-71.115596,Somerville,MA,02163,ISONE_BOSTON,NSTAR,100,8,economy,workplace,2025-08-14
STN-0067,Revere Charging Hub 67,42.438582,-71.119199,Newton,MA,02149,ISONE_BOSTON,NSTAR,50,6,premium,suburban_lot,2023-08-19
STN-0068,Waltham Charging Hub 68,42.353758,-71.024245,Quincy,MA,02111,ISONE_BOSTON,EVERSOURCE_EAST,100,5,premium,suburban_lot,2023-06-26
STN-0069,Newton Charging Hub 69,42.322726,-70.957054,Revere,MA,02197,ISONE_BOSTON,EVERSOURCE_EAST,150,4,economy,urban_garage,2023-02-08
STN-0070,Medford Charging Hub 70,42.442489,-71.137054,Malden,MA,02138,ISONE_BOSTON,NATIONAL_GRID,100,9,economy,suburban_lot,2025-08-26
STN-0071,Newton Charging Hub 71,42.34945,-71.12478,Brookline,MA,02159,ISONE_BOSTON,NATIONAL_GRID,200,8,economy,highway_rest_stop,2024-08-18
STN-0072,Waltham Charging Hub 72,42.306968,-71.190778,Malden,MA,02150,ISONE_BOSTON,EVERSOURCE_EAST,150,7,premium,urban_garage,2024-05-08
STN-0073,Brookline Charging Hub 73,42.371913,-71.07433,Quincy,MA,02123,ISONE_BOSTON,NATIONAL_GRID,200,7,standard,highway_rest_stop,2025-05-24
STN-0074,Malden Charging Hub 74,42.260296,-71.130338,Revere,MA,02144,ISONE_BOSTON,NSTAR,50,6,standard,suburban_lot,2024-03-10
STN-0075,Malden Charging Hub 75,42.431653,-71.14011,Somerville,MA,02143,ISONE_BOSTON,NSTAR,150,10,premium,highway_rest_stop,2023-11-28
STN-0076,Cambridge Charging Hub 76,42.278979,-71.077637,Boston,MA,02181,ISONE_BOSTON,EVERSOURCE_EAST,100,7,premium,suburban_lot,2024-03-02
STN-0077,Medford Charging Hub 77,42.44713,-71.139486,Cambridge,MA,02116,ISONE_BOSTON,EVERSOURCE_EAST,100,4,economy,urban_garage,2022-03-05
STN-0078,Newton Charging Hub 78,42.384427,-71.009595,Cambridge,MA,02139,ISONE_BOSTON,NSTAR,150,10,premium,suburban_lot,2023-09-13
STN-0079,Medford Charging Hub 79,42.297528,-71.017946,Newton,MA,02183,ISONE_BOSTON,EVERSOURCE_EAST,100,8,economy,urban_garage,2022-10-24
STN-0080,Brookline Charging Hub 80,42.323557,-71.041924,Brookline,MA,02141,ISONE_BOSTON,NATIONAL_GRID,150,7,standard,highway_rest_stop,2023-09-03
STN-0081,Waltham Charging Hub 81,42.376706,-71.066056,Medford,MA,02196,ISONE_BOSTON,NATIONAL_GRID,100,6,standard,urban_garage,2023-05-23
STN-0082,Medford Charging Hub 82,42.268058,-70.991174,Cambridge,MA,02195,ISONE_BOSTON,NSTAR,100,8,economy,urban_garage,2023-07-04
STN-0083,Somerville Charging Hub 83,42.314156,-71.15337,Newton,MA,02126,ISONE_BOSTON,NSTAR,50,5,premium,urban_garage,2024-08-04
STN-0084,Newton Charging Hub 84,42.258155,-71.052277,Waltham,MA,02142,ISONE_BOSTON,NATIONAL_GRID,150,7,premium,urban_garage,2022-10-02
STN-0085,Quincy Charging Hub 85,42.385513,-71.195853,Revere,MA,02140,ISONE_BOSTON,NSTAR,50,5,economy,workplace,2022-11-27
STN-0086,Boston Charging Hub 86,42.352419,-71.143376,Somerville,MA,02168,ISONE_BOSTON,NATIONAL_GRID,150,7,premium,urban_garage,2023-10-14
STN-0087,Medford Charging Hub 87,42.379035,-71.156408,Cambridge,MA,02168,ISONE_BOSTON,EVERSOURCE_EAST,100,6,premium,suburban_lot,2022-03-11
STN-0088,Medford Charging Hub 88,42.388188,-71.103316,Newton,MA,02192,ISONE_BOSTON,EVERSOURCE_EAST,150,4,premium,urban_garage,2022-06-09
STN-0089,Waltham Charging Hub 89,42.437346,-71.16562,Malden,MA,02108,ISONE_BOSTON,NATIONAL_GRID,150,7,premium,urban_garage,2022-04-17
STN-0090,Medford Charging Hub 90,42.318213,-71.171632,Medford,MA,02114,ISONE_BOSTON,NSTAR,100,8,standard,urban_garage,2024-08-23
STN-0091,Boston Charging Hub 91,42.434939,-70.980665,Revere,MA,02138,ISONE_BOSTON,NATIONAL_GRID,50,6,economy,urban_garage,2022-09-14
STN-0092,Cambridge Charging Hub 92,42.301588,-71.035004,Medford,MA,02123,ISONE_BOSTON,NATIONAL_GRID,200,9,economy,highway_rest_stop,2024-09-23
STN-0093,Medford Charging Hub 93,42.413444,-71.0612,Medford,MA,02139,ISONE_BOSTON,EVERSOURCE_EAST,150,5,premium,urban_garage,2023-10-17
STN-0094,Somerville Charging Hub 94,42.35593,-71.139537,Cambridge,MA,02143,ISONE_BOSTON,EVERSOURCE_EAST,100,10,economy,suburban_lot,2024-01-10
STN-0095,Revere Charging Hub 95,42.268621,-70.975696,Revere,MA,02192,ISONE_BOSTON,EVERSOURCE_EAST,50,7,economy,suburban_lot,2025-06-11
STN-0096,Malden Charging Hub 96,42.430084,-71.041725,Waltham,MA,02166,ISONE_BOSTON,EVERSOURCE_EAST,50,9,standard,suburban_lot,2025-04-28
STN-0097,Boston Charging Hub 97,42.317806,-71.112698,Quincy,MA,02168,ISONE_BOSTON,NATIONAL_GRID,100,7,economy,suburban_lot,2023-08-02
STN-0098,Revere Charging Hub 98,42.395191,-70.975722,Quincy,MA,02120,ISONE_BOSTON,EVERSOURCE_EAST,150,10,premium,highway_rest_stop,2022-12-05
STN-0099,Somerville Charging Hub 99,42.427417,-71.005031,Cambridge,MA,02168,ISONE_BOSTON,EVERSOURCE_EAST,100,8,economy,urban_garage,2025-11-03
STN-0100,Malden Charging Hub 100,42.378406,-71.178965,Waltham,MA,02148,ISONE_BOSTON,NATIONAL_GRID,100,8,standard,workplace,2022-04-21
STN-0101,Newton Charging Hub 101,42.282326,-70.975361,Brookline,MA,02119,ISONE_BOSTON,EVERSOURCE_EAST,50,10,economy,suburban_lot,2022-08-06
STN-0102,Boston Charging Hub 102,42.371286,-71.197701,Boston,MA,02149,ISONE_BOSTON,NSTAR,100,6,premium,suburban_lot,2025-03-08
STN-0103,Revere Charging Hub 103,42.270294,-71.034125,Somerville,MA,02129,ISONE_BOSTON,NSTAR,50,8,premium,urban_garage,2023-08-19
STN-0104,Medford Charging Hub 104,42.251012,-71.159798,Newton,MA,02166,ISONE_BOSTON,EVERSOURCE_EAST,150,12,premium,highway_rest_stop,2024-11-18
STN-0105,Medford Charging Hub 105,42.359747,-71.027026,Quincy,MA,02183,ISONE_BOSTON,EVERSOURCE_EAST,150,7,economy,urban_garage,2024-08-28
STN-0106,Waltham Charging Hub 106,42.380392,-71.143933,Medford,MA,02121,ISONE_BOSTON,NSTAR,100,8,premium,urban_garage,2024-12-10
STN-0107,Waltham Charging Hub 107,42.392436,-71.140688,Newton,MA,02109,ISONE_BOSTON,NATIONAL_GRID,150,10,economy,highway_rest_stop,2025-05-25
STN-0108,Revere Charging Hub 108,42.31508,-71.013377,Quincy,MA,02136,ISONE_BOSTON,NATIONAL_GRID,50,8,premium,suburban_lot,2023-11-04
STN-0109,Boston Charging Hub 109,42.379927,-70.987694,Newton,MA,02164,ISONE_BOSTON,NSTAR,100,5,standard,workplace,2024-06-24
STN-0110,Brookline Charging Hub 110,42.381523,-71.057923,Somerville,MA,02177,ISONE_BOSTON,EVERSOURCE_EAST,150,8,premium,urban_garage,2023-05-27
STN-0111,Newton Charging Hub 111,42.268735,-71.108071,Quincy,MA,02122,ISONE_BOSTON,EVERSOURCE_EAST,50,5,standard,workplace,2025-09-12
STN-0112,Waltham Charging Hub 112,42.30304,-71.139003,Boston,MA,02141,ISONE_BOSTON,NATIONAL_GRID,150,9,premium,highway_rest_stop,2024-10-13
STN-0113,Quincy Charging Hub 113,42.444602,-71.101726,Cambridge,MA,02194,ISONE_BOSTON,NSTAR,100,4,economy,suburban_lot,2024-10-08
STN-0114,Medford Charging Hub 114,42.428409,-71.042215,Newton,MA,02191,ISONE_BOSTON,EVERSOURCE_EAST,50,5,standard,suburban_lot,2022-05-16
STN-0115,Brookline Charging Hub 115,42.408962,-71.074341,Malden,MA,02125,ISONE_BOSTON,EVERSOURCE_EAST,350,8,economy,highway_rest_stop,2025-10-24
STN-0116,Waltham Charging Hub 116,42.365381,-71.076871,Cambridge,MA,02170,ISONE_BOSTON,NATIONAL_GRID,100,6,standard,suburban_lot,2024-04-15
STN-0117,Brookline Charging Hub 117,42.289049,-71.019387,Quincy,MA,02120,ISONE_BOSTON,NATIONAL_GRID,100,8,economy,urban_garage,2024-01-13
STN-0118,Cambridge Charging Hub 118,42.306154,-71.193921,Medford,MA,02119,ISONE_BOSTON,NATIONAL_GRID,50,8,standard,urban_garage,2022-06-08
STN-0119,Revere Charging Hub 119,42.379094,-71.155722,Brookline,MA,02116,ISONE_BOSTON,NATIONAL_GRID,50,8,standard,workplace,2023-06-25
STN-0120,Revere Charging Hub 120,42.438092,-70.961518,Boston,MA,02143,ISONE_BOSTON,NSTAR,200,10,premium,highway_rest_stop,2023-02-22
STN-0121,Somerville Charging Hub 121,42.432973,-71.10746,Boston,MA,02153,ISONE_BOSTON,NSTAR,100,4,standard,workplace,2024-01-05
STN-0122,Malden Charging Hub 122,42.253091,-70.96792,Cambridge,MA,02116,ISONE_BOSTON,EVERSOURCE_EAST,100,10,premium,suburban_lot,2022-08-17
STN-0123,Revere Charging Hub 123,42.335637,-70.958336,Boston,MA,02192,ISONE_BOSTON,NATIONAL_GRID,100,7,economy,urban_garage,2022-01-16
STN-0124,Waltham Charging Hub 124,42.442724,-70.986748,Cambridge,MA,02170,ISONE_BOSTON,NATIONAL_GRID,100,4,standard,suburban_lot,2024-10-05
STN-0125,Newton Charging Hub 125,42.30889,-71.103726,Revere,MA,02189,ISONE_BOSTON,NATIONAL_GRID,250,9,economy,highway_rest_stop,2024-08-17
STN-0126,Cambridge Charging Hub 126,42.420227,-71.120769,Cambridge,MA,02191,ISONE_BOSTON,NATIONAL_GRID,150,9,standard,suburban_lot,2025-08-08
STN-0127,Medford Charging Hub 127,42.283899,-71.0608,Waltham,MA,02161,ISONE_BOSTON,NATIONAL_GRID,50,6,premium,urban_garage,2024-11-09
STN-0128,Somerville Charging Hub 128,42.437231,-71.025993,Medford,MA,02116,ISONE_BOSTON,NSTAR,50,4,premium,urban_garage,2022-12-24
STN-0129,Somerville Charging Hub 129,42.364012,-71.175706,Malden,MA,02115,ISONE_BOSTON,NATIONAL_GRID,150,8,premium,urban_garage,2022-07-12
STN-0130,Waltham Charging Hub 130,42.373001,-70.952487,Boston,MA,02144,ISONE_BOSTON,NATIONAL_GRID,100,6,standard,workplace,2023-03-22
STN-0131,Cambridge Charging Hub 131,42.278017,-71.070418,Quincy,MA,02179,ISONE_BOSTON,EVERSOURCE_EAST,50,6,economy,urban_garage,2023-07-28
STN-0132,Revere Charging Hub 132,42.425475,-71.014808,Revere,MA,02194,ISONE_BOSTON,NATIONAL_GRID,150,4,economy,suburban_lot,2024-01-06
STN-0133,Newton Charging Hub 133,42.389403,-71.024379,Quincy,MA,02152,ISONE_BOSTON,NSTAR,50,5,economy,urban_garage,2025-02-05
STN-0134,Boston Charging Hub 134,42.321898,-71.126602,Cambridge,MA,02175,ISONE_BOSTON,NSTAR,100,7,premium,suburban_lot,2024-03-12
STN-0135,Quincy Charging Hub 135,42.411872,-70.997472,Revere,MA,02184,ISONE_BOSTON,NSTAR,50,5,standard,urban_garage,2022-11-03
STN-0136,Waltham Charging Hub 136,42.423414,-70.97169,Medford,MA,02185,ISONE_BOSTON,EVERSOURCE_EAST,100,6,standard,urban_garage,2022-06-14
STN-0137,Revere Charging Hub 137,42.352268,-71.074621,Medford,MA,02175,ISONE_BOSTON,NATIONAL_GRID,250,6,standard,highway_rest_stop,2025-10-02
STN-0138,Newton Charging Hub 138,42.409659,-71.037509,Brookline,MA,02125,ISONE_BOSTON,EVERSOURCE_EAST,250,8,standard,highway_rest_stop,2022-08-24
STN-0139,Somerville Charging Hub 139,42.390393,-71.001052,Waltham,MA,02176,ISONE_BOSTON,NATIONAL_GRID,50,8,economy,urban_garage,2024-02-13
STN-0140,Boston Charging Hub 140,42.428001,-71.115501,Waltham,MA,02110,ISONE_BOSTON,EVERSOURCE_EAST,50,6,economy,workplace,2025-10-13
STN-0141,Waltham Charging Hub 141,42.325117,-71.176505,Newton,MA,02122,ISONE_BOSTON,EVERSOURCE_EAST,50,6,standard,suburban_lot,2025-12-12
STN-0142,Cambridge Charging Hub 142,42.365656,-71.191014,Brookline,MA,02163,ISONE_BOSTON,NATIONAL_GRID,350,10,standard,highway_rest_stop,2025-05-24
STN-0143,Quincy Charging Hub 143,42.34312,-71.064339,Somerville,MA,02117,ISONE_BOSTON,NATIONAL_GRID,150,4,economy,urban_garage,2023-06-12
STN-0144,Somerville Charging Hub 144,42.307308,-71.052292,Brookline,MA,02121,ISONE_BOSTON,NSTAR,100,5,standard,suburban_lot,2023-11-03
STN-0145,Medford Charging Hub 145,42.2561,-71.190663,Medford,MA,02180,ISONE_BOSTON,NATIONAL_GRID,100,8,economy,urban_garage,2024-11-11
STN-0146,Cambridge Charging Hub 146,42.41452,-71.109952,Medford,MA,02164,ISONE_BOSTON,NATIONAL_GRID,100,6,economy,urban_garage,2022-06-17
STN-0147,Medford Charging Hub 147,42.275412,-71.069439,Medford,MA,02112,ISONE_BOSTON,NSTAR,250,12,premium,highway_rest_stop,2022-11-28
STN-0148,Cambridge Charging Hub 148,42.403999,-71.146045,Revere,MA,02184,ISONE_BOSTON,NATIONAL_GRID,100,7,economy,workplace,2022-08-26
STN-0149,Brookline Charging Hub 149,42.374578,-71.178663,Quincy,MA,02185,ISONE_BOSTON,EVERSOURCE_EAST,150,5,standard,suburban_lot,2025-02-26
STN-0150,Quincy Charging Hub 150,42.260336,-71.067161,Cambridge,MA,02172,ISONE_BOSTON,NATIONAL_GRID,50,4,standard,workplace,2025-08-17
STN-0151,Somerville Charging Hub 151,42.358127,-71.040643,Quincy,MA,02155,ISONE_BOSTON,EVERSOURCE_EAST,100,7,premium,urban_garage,2022-11-21
STN-0152,Quincy Charging Hub 152,42.395218,-70.956037,Cambridge,MA,02179,ISONE_BOSTON,NATIONAL_GRID,100,6,premium,urban_garage,2023-06-03
STN-0153,Somerville Charging Hub 153,42.35326,-71.119261,Quincy,MA,02147,ISONE_BOSTON,NATIONAL_GRID,150,9,premium,suburban_lot,2023-10-23
STN-0154,Newton Charging Hub 154,42.409037,-71.132292,Malden,MA,02156,ISONE_BOSTON,NATIONAL_GRID,100,5,economy,workplace,2022-11-22
STN-0155,Quincy Charging Hub 155,42.337794,-71.180386,Boston,MA,02154,ISONE_BOSTON,EVERSOURCE_EAST,50,5,premium,urban_garage,2025-04-08
STN-0156,Somerville Charging Hub 156,42.25507,-70.959338,Cambridge,MA,02145,ISONE_BOSTON,NSTAR,50,6,economy,workplace,2023-10-13
STN-0157,Somerville Charging Hub 157,42.417196,-71.026006,Revere,MA,02129,ISONE_BOSTON,NATIONAL_GRID,100,4,premium,urban_garage,2024-11-24
STN-0158,Medford Charging Hub 158,42.331791,-71.156676,Revere,MA,02144,ISONE_BOSTON,NATIONAL_GRID,100,5,economy,urban_garage,2023-05-26
STN-0159,Brookline Charging Hub 159,42.281287,-71.137439,Quincy,MA,02194,ISONE_BOSTON,NATIONAL_GRID,100,7,premium,suburban_lot,2025-09-17
STN-0160,Somerville Charging Hub 160,42.359845,-71.021351,Brookline,MA,02185,ISONE_BOSTON,NSTAR,100,4,economy,urban_garage,2025-06-18
STN-0161,Malden Charging Hub 161,42.382039,-71.130017,Cambridge,MA,02144,ISONE_BOSTON,NSTAR,50,6,premium,workplace,2023-07-03
STN-0162,Brookline Charging Hub 162,42.440973,-71.015526,Medford,MA,02152,ISONE_BOSTON,NSTAR,100,4,premium,workplace,2024-04-13
STN-0163,Quincy Charging Hub 163,42.360871,-71.04707,Brookline,MA,02111,ISONE_BOSTON,EVERSOURCE_EAST,50,6,standard,workplace,2023-01-10
STN-0164,Medford Charging Hub 164,42.33392,-71.138067,Somerville,MA,02198,ISONE_BOSTON,EVERSOURCE_EAST,100,8,standard,workplace,2022-01-09
STN-0165,Somerville Charging Hub 165,42.321195,-71.010538,Malden,MA,02185,ISONE_BOSTON,NATIONAL_GRID,100,4,premium,urban_garage,2023-05-04
STN-0166,Waltham Charging Hub 166,42.252879,-71.170982,Revere,MA,02166,ISONE_BOSTON,NSTAR,150,12,premium,highway_rest_stop,2022-11-17
STN-0167,Somerville Charging Hub 167,42.259201,-71.189818,Newton,MA,02162,ISONE_BOSTON,NSTAR,150,6,standard,suburban_lot,2025-03-22
STN-0168,Malden Charging Hub 168,42.421092,-71.024086,Quincy,MA,02116,ISONE_BOSTON,NATIONAL_GRID,150,8,economy,suburban_lot,2022-07-28
